#############################################################
## Master Feed of known, active and non-sinkholed C&Cs indicators
## 
## HIGH CONFIDENCE FAMILIES ONLY
## 
## Feed generated at: 2023-03-03 14:21 
##
## Feed Provided By: John Bambenek of Bambenek Consulting
## jcb@bambenekconsulting.com // http://bambenekconsulting.com
## Use of this feed is governed by the license here: 
## http://osint.bambenekconsulting.com/license.txt 
##
## For more information on this feed go to: 
## http://osint.bambenekconsulting.com/manual/c2-allmasterlist.txt
## 
## All times are in UTC
## 
## Fields are: 
## Domain,IPs,CIDR,IPv6,ASN,Auth NS servers,Auth NS IPs, Description, Manual
## Multiple entries in a field (i.e. multiple IPs) are | delimited 
#############################################################
qrfsshilea.com,63.141.242.46,63.141.224.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
rirfaresoa.com,192.187.111.221,192.187.96.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
rtjecionm.com,192.187.111.220,192.187.96.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
sbpthernmokch.com,192.187.111.219,192.187.96.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
stienuett.com,63.141.242.43,63.141.224.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
tfgyaoingyb.com,192.187.111.219,192.187.96.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
thctiistayai.com,192.187.111.220,192.187.96.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
ufantaveriyto.com,63.141.242.46,63.141.224.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
ugctiossxh.com,63.141.242.46,63.141.224.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
uxfmuptkvsqvj.com,46.165.254.203,46.165.192.0/18,,28753,dns1.registrar-servers.com|dns2.registrar-servers.com,156.154.132.200|156.154.133.200,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
vsdatendhr.com,63.141.242.44,63.141.224.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
vvccathenva.com,63.141.242.44,63.141.224.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
wsianqigingq.com,192.187.111.222,192.187.96.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
xcwmphvynujhecdrl.com,107.6.74.76,107.6.72.0/21,,32475,ns1.xcwmphvynujhecdrl.com|ns2.xcwmphvynujhecdrl.com|ns3.xcwmphvynujhecdrl.com|ns4.xcwmphvynujhecdrl.com|ns5.xcwmphvynujhecdrl.com|ns6.xcwmphvynujhecdrl.com|ns7.xcwmphvynujhecdrl.com|ns8.xcwmphvynujhecdrl.com,3.88.85.25|52.91.240.174|54.167.117.17|54.167.51.129|54.172.115.83|54.221.24.77|54.235.233.235|107.22.84.114,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
xehgrqtjcqagcqeic.com,72.251.233.245,72.251.232.0/22,,32475,ns1.xehgrqtjcqagcqeic.com|ns2.xehgrqtjcqagcqeic.com|ns3.xehgrqtjcqagcqeic.com|ns4.xehgrqtjcqagcqeic.com|ns5.xehgrqtjcqagcqeic.com|ns6.xehgrqtjcqagcqeic.com|ns7.xehgrqtjcqagcqeic.com|ns8.xehgrqtjcqagcqeic.com,3.88.85.25|52.91.240.174|54.167.117.17|54.167.51.129|54.172.115.83|54.221.24.77|54.235.233.235|107.22.84.114,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
xfdshaqjbfguhlcwnl.com,217.20.116.143,217.20.112.0/21,,28753,dns1.registrar-servers.com|dns2.registrar-servers.com,156.154.132.200|156.154.133.200,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
xhxsekyofnpoldyca.com,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
yntwugycoqqchtuf.com,107.6.74.76,107.6.72.0/21,,32475,ns1.yntwugycoqqchtuf.com|ns2.yntwugycoqqchtuf.com|ns3.yntwugycoqqchtuf.com|ns4.yntwugycoqqchtuf.com|ns5.yntwugycoqqchtuf.com|ns6.yntwugycoqqchtuf.com|ns7.yntwugycoqqchtuf.com|ns8.yntwugycoqqchtuf.com,3.88.85.25|52.91.240.174|54.167.117.17|54.167.51.129|54.172.115.83|54.221.24.77|54.235.233.235|107.22.84.114,Master Indicator Feed for ramnit non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ramnit.txt
rtallvuterjsid.com,199.59.243.222,199.59.243.0/24,,16509,ns1.bodis.com|ns2.bodis.com|ns3.bd-verify-gu7sqsxf6r.com,185.85.196.36|199.59.243.150|199.59.243.222,Master Indicator Feed for ranbyus non-sinkholed domains,http://osint.bambenekconsulting.com/manual/ranbyus.txt
51b53c181cfc8674.live,176.10.111.199,176.10.96.0/19,,51395,dns1.registrar-servers.com|dns2.registrar-servers.com,156.154.132.200|156.154.133.200,Master Indicator Feed for sharkbot non-sinkholed domains,http://osint.bambenekconsulting.com/manual/sharkbot.txt
cf2b24b011b21c4b.store,185.219.220.216,185.219.220.0/23,,39378,dns1.registrar-servers.com|dns2.registrar-servers.com,156.154.132.200|156.154.133.200,Master Indicator Feed for sharkbot non-sinkholed domains,http://osint.bambenekconsulting.com/manual/sharkbot.txt
mjazm3bvakjjouxir0z.com,139.162.253.80,139.162.224.0/19,,63949,ns1.dyna-ns.net|ns2.dyna-ns.net,162.159.24.5|162.159.25.5|162.159.26.92|162.159.27.158,Master Indicator Feed for sharkbot non-sinkholed domains,http://osint.bambenekconsulting.com/manual/sharkbot.txt
mjazm3bvakjjouxir0z.top,,,,,ns1.mjazm3bvakjjouxir0z.top|ns2.mjazm3bvakjjouxir0z.top|ns3.mjazm3bvakjjouxir0z.top|ns4.mjazm3bvakjjouxir0z.top|ns5.mjazm3bvakjjouxir0z.top|ns6.mjazm3bvakjjouxir0z.top|ns7.mjazm3bvakjjouxir0z.top|ns8.mjazm3bvakjjouxir0z.top,3.88.85.25|52.91.240.174|54.167.117.17|54.172.115.83|54.221.24.77|54.235.233.235|107.22.84.114,Master Indicator Feed for sharkbot non-sinkholed domains,http://osint.bambenekconsulting.com/manual/sharkbot.txt
mjazmnbvakjjouxir0z.net,63.251.235.76,63.251.232.0/22,,32475,ns1.mjazmnbvakjjouxir0z.net|ns2.mjazmnbvakjjouxir0z.net|ns3.mjazmnbvakjjouxir0z.net|ns4.mjazmnbvakjjouxir0z.net|ns5.mjazmnbvakjjouxir0z.net|ns6.mjazmnbvakjjouxir0z.net|ns7.mjazmnbvakjjouxir0z.net|ns8.mjazmnbvakjjouxir0z.net,3.88.85.25|52.91.240.174|54.167.117.17|54.167.51.129|54.172.115.83|54.221.24.77|54.235.233.235|107.22.84.114,Master Indicator Feed for sharkbot non-sinkholed domains,http://osint.bambenekconsulting.com/manual/sharkbot.txt
mtbwb2pcstlmsedgzgz.xyz,185.158.249.39,185.158.249.0/24,,58329,dns1.registrar-servers.com|dns2.registrar-servers.com,156.154.132.200|156.154.133.200,Master Indicator Feed for sharkbot non-sinkholed domains,http://osint.bambenekconsulting.com/manual/sharkbot.txt
oxbvakjjouxir0zkzmd.com,63.251.106.25,63.251.104.0/22,,32475,ns1.oxbvakjjouxir0zkzmd.com|ns2.oxbvakjjouxir0zkzmd.com|ns3.oxbvakjjouxir0zkzmd.com|ns4.oxbvakjjouxir0zkzmd.com|ns5.oxbvakjjouxir0zkzmd.com|ns6.oxbvakjjouxir0zkzmd.com|ns7.oxbvakjjouxir0zkzmd.com|ns8.oxbvakjjouxir0zkzmd.com,3.88.85.25|52.91.240.174|54.167.117.17|54.167.51.129|54.172.115.83|54.221.24.77|54.235.233.235|107.22.84.114,Master Indicator Feed for sharkbot non-sinkholed domains,http://osint.bambenekconsulting.com/manual/sharkbot.txt
afspypmvmh.com,63.251.126.11,63.251.126.0/23,,14636,ns1.afspypmvmh.com|ns2.afspypmvmh.com|ns3.afspypmvmh.com|ns4.afspypmvmh.com|ns5.afspypmvmh.com|ns6.afspypmvmh.com|ns7.afspypmvmh.com|ns8.afspypmvmh.com,52.91.240.174|54.167.51.129|54.172.115.83|54.221.24.77|54.235.233.235,Master Indicator Feed for tempedreve non-sinkholed domains,http://osint.bambenekconsulting.com/manual/tempedreve.txt
cfqxofg.com,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for tempedreve non-sinkholed domains,http://osint.bambenekconsulting.com/manual/tempedreve.txt
clgbmtwdkna.com,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for tempedreve non-sinkholed domains,http://osint.bambenekconsulting.com/manual/tempedreve.txt
efavengh.com,192.187.111.221,192.187.96.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for tempedreve non-sinkholed domains,http://osint.bambenekconsulting.com/manual/tempedreve.txt
ehcaogkhj.net,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for tempedreve non-sinkholed domains,http://osint.bambenekconsulting.com/manual/tempedreve.txt
ezqpqtude.com,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for tempedreve non-sinkholed domains,http://osint.bambenekconsulting.com/manual/tempedreve.txt
ghopshsxc.com,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for tempedreve non-sinkholed domains,http://osint.bambenekconsulting.com/manual/tempedreve.txt
gnqfqfcpwb.org,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for tempedreve non-sinkholed domains,http://osint.bambenekconsulting.com/manual/tempedreve.txt
grobkding.org,199.59.243.222,199.59.243.0/24,,16509,ns1.bodis.com|ns2.bodis.com,185.85.196.36|199.59.243.150,Master Indicator Feed for tempedreve non-sinkholed domains,http://osint.bambenekconsulting.com/manual/tempedreve.txt
lgrosvmzxjy.info,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for tempedreve non-sinkholed domains,http://osint.bambenekconsulting.com/manual/tempedreve.txt
mjmlivmvulk.com,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for tempedreve non-sinkholed domains,http://osint.bambenekconsulting.com/manual/tempedreve.txt
mtdadzrquxu.info,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for tempedreve non-sinkholed domains,http://osint.bambenekconsulting.com/manual/tempedreve.txt
overafazg.org,192.187.111.220,192.187.96.0/19,,33387,ns1.namedynamics.net|ns2.namedynamics.net,63.141.242.42|179.43.134.6|179.43.173.30|192.187.111.218,Master Indicator Feed for tempedreve non-sinkholed domains,http://osint.bambenekconsulting.com/manual/tempedreve.txt
oxqhwxmniv.com,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for tempedreve non-sinkholed domains,http://osint.bambenekconsulting.com/manual/tempedreve.txt
sbgvkdg.com,80.92.67.155,80.92.64.0/19,,24611,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for tempedreve non-sinkholed domains,http://osint.bambenekconsulting.com/manual/tempedreve.txt
sdqrofgnoxo.com,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for tempedreve non-sinkholed domains,http://osint.bambenekconsulting.com/manual/tempedreve.txt
sfexofoh.com,63.251.126.11,63.251.126.0/23,,14636,ns1.sfexofoh.com|ns2.sfexofoh.com|ns3.sfexofoh.com|ns4.sfexofoh.com|ns5.sfexofoh.com|ns6.sfexofoh.com|ns7.sfexofoh.com|ns8.sfexofoh.com,3.88.85.25|54.167.117.17|54.167.51.129|54.172.115.83|54.221.24.77|54.235.233.235|107.22.84.114,Master Indicator Feed for tempedreve non-sinkholed domains,http://osint.bambenekconsulting.com/manual/tempedreve.txt
sxilgdils.com,63.251.126.11,63.251.126.0/23,,14636,ns1.sxilgdils.com|ns2.sxilgdils.com|ns3.sxilgdils.com|ns4.sxilgdils.com|ns5.sxilgdils.com|ns6.sxilgdils.com|ns7.sxilgdils.com|ns8.sxilgdils.com,3.88.85.25|52.91.240.174|54.167.117.17|54.167.51.129|54.172.115.83|54.221.24.77|54.235.233.235,Master Indicator Feed for tempedreve non-sinkholed domains,http://osint.bambenekconsulting.com/manual/tempedreve.txt
wjoxedorylk.com,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for tempedreve non-sinkholed domains,http://osint.bambenekconsulting.com/manual/tempedreve.txt
wpvxkakoyr.net,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for tempedreve non-sinkholed domains,http://osint.bambenekconsulting.com/manual/tempedreve.txt
ylgrgle.com,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for tempedreve non-sinkholed domains,http://osint.bambenekconsulting.com/manual/tempedreve.txt
yzyhcfmpy.com,139.162.253.80,139.162.224.0/19,,63949,ns1.dyna-ns.net|ns2.dyna-ns.net,162.159.24.5|162.159.25.5|162.159.26.92|162.159.27.158,Master Indicator Feed for tempedreve non-sinkholed domains,http://osint.bambenekconsulting.com/manual/tempedreve.txt
albdfhln.com,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for unknownmalware non-sinkholed domains,http://osint.bambenekconsulting.com/manual/unknownmalware.txt
alcgkown.com,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for unknownmalware non-sinkholed domains,http://osint.bambenekconsulting.com/manual/unknownmalware.txt
aldjpvqt.com,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for unknownmalware non-sinkholed domains,http://osint.bambenekconsulting.com/manual/unknownmalware.txt
alemuown.com,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for unknownmalware non-sinkholed domains,http://osint.bambenekconsulting.com/manual/unknownmalware.txt
aljnwpyo.org,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for unknownmalware non-sinkholed domains,http://osint.bambenekconsulting.com/manual/unknownmalware.txt
allqntpr.net,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for unknownmalware non-sinkholed domains,http://osint.bambenekconsulting.com/manual/unknownmalware.txt
almspvqt.net,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for unknownmalware non-sinkholed domains,http://osint.bambenekconsulting.com/manual/unknownmalware.txt
almspvru.net,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for unknownmalware non-sinkholed domains,http://osint.bambenekconsulting.com/manual/unknownmalware.txt
alntqwrv.net,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for unknownmalware non-sinkholed domains,http://osint.bambenekconsulting.com/manual/unknownmalware.txt
alnuqxsv.net,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for unknownmalware non-sinkholed domains,http://osint.bambenekconsulting.com/manual/unknownmalware.txt
alovrytw.net,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for unknownmalware non-sinkholed domains,http://osint.bambenekconsulting.com/manual/unknownmalware.txt
alovsmtx.net,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for unknownmalware non-sinkholed domains,http://osint.bambenekconsulting.com/manual/unknownmalware.txt
alupmroq.in,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for unknownmalware non-sinkholed domains,http://osint.bambenekconsulting.com/manual/unknownmalware.txt
alxroups.in,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for unknownmalware non-sinkholed domains,http://osint.bambenekconsulting.com/manual/unknownmalware.txt
snbhdfln.com,172.105.103.207,172.105.96.0/20,,63949,ns1.domains-green.com|ns2.domains-green.com,18.210.70.61,Master Indicator Feed for unknownmalware non-sinkholed domains,http://osint.bambenekconsulting.com/manual/unknownmalware.txt
snfrpmnq.org,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for unknownmalware non-sinkholed domains,http://osint.bambenekconsulting.com/manual/unknownmalware.txt
dotntexploerer.info,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for volatile non-sinkholed domains,http://osint.bambenekconsulting.com/manual/volatile.txt
edrotntexplore.info,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for volatile non-sinkholed domains,http://osint.bambenekconsulting.com/manual/volatile.txt
erdotntexplore.info,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for volatile non-sinkholed domains,http://osint.bambenekconsulting.com/manual/volatile.txt
orelredotntexp.info,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for volatile non-sinkholed domains,http://osint.bambenekconsulting.com/manual/volatile.txt
oreredoltntexp.info,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for volatile non-sinkholed domains,http://osint.bambenekconsulting.com/manual/volatile.txt
oreredotntexpl.info,80.92.67.155,80.92.64.0/19,,24611,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for volatile non-sinkholed domains,http://osint.bambenekconsulting.com/manual/volatile.txt
orereldotntexp.info,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for volatile non-sinkholed domains,http://osint.bambenekconsulting.com/manual/volatile.txt
orleredotntexp.info,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for volatile non-sinkholed domains,http://osint.bambenekconsulting.com/manual/volatile.txt
otntexplordere.info,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for volatile non-sinkholed domains,http://osint.bambenekconsulting.com/manual/volatile.txt
redotntexpleor.info,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for volatile non-sinkholed domains,http://osint.bambenekconsulting.com/manual/volatile.txt
texplnoreredot.info,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for volatile non-sinkholed domains,http://osint.bambenekconsulting.com/manual/volatile.txt
texplorerednot.info,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for volatile non-sinkholed domains,http://osint.bambenekconsulting.com/manual/volatile.txt
tntexplorereod.info,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for volatile non-sinkholed domains,http://osint.bambenekconsulting.com/manual/volatile.txt
xpleoreredotnt.info,169.50.13.61,169.50.0.0/18,,36351,ns1.eurodns.com|ns2.eurodns.com|ns3.eurodns.com|ns4.eurodns.com,8.20.241.107|8.20.241.108|8.20.243.107|8.20.243.108,Master Indicator Feed for volatile non-sinkholed domains,http://osint.bambenekconsulting.com/manual/volatile.txt
